Stance_predict	Stance_ori								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	disagree								
unrelated	unrelated								
discuss	disagree								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	disagree								
unrelated	unrelated								
unrelated	unrelated								
discuss	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	disagree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
discuss	discuss								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
discuss	discuss								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	disagree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	disagree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	discuss								
agree	disagree								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
discuss	agree								
agree	discuss								
discuss	discuss								
discuss	discuss								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
discuss	discuss								
discuss	disagree								
agree	discuss								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
agree	disagree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	agree								
discuss	agree								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
agree	disagree								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
discuss	discuss								
discuss	unrelated								
unrelated	unrelated								
unrelated	disagree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	agree								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
discuss	discuss								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	discuss								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
discuss	discuss								
unrelated	unrelated								
discuss	agree								
discuss	discuss								
discuss	discuss								
discuss	discuss								
unrelated	disagree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	agree								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
discuss	agree								
unrelated	unrelated								
discuss	discuss								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	discuss								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	agree								
agree	agree								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	discuss								
unrelated	discuss								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
discuss	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	disagree								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	disagree								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
discuss	discuss								
discuss	discuss								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
discuss	disagree								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
unrelated	agree								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
agree	agree								
unrelated	unrelated								
discuss	agree								
unrelated	unrelated								
unrelated	unrelated								
discuss	disagree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	disagree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
discuss	discuss								
discuss	discuss								
unrelated	unrelated								
discuss	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
disagree	agree								
discuss	disagree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	agree								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
discuss	discuss								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	disagree								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
discuss	unrelated								
discuss	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	discuss								
unrelated	unrelated								
agree	disagree								
discuss	discuss								
unrelated	unrelated								
discuss	discuss								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
discuss	discuss								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	agree								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	discuss								
agree	disagree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	disagree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
discuss	agree								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
agree	agree								
agree	disagree								
unrelated	unrelated								
unrelated	unrelated								
agree	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
discuss	disagree								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
discuss	agree								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
discuss	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	discuss								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	disagree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	agree								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	discuss								
unrelated	unrelated								
discuss	agree								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
agree	discuss								
unrelated	agree								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
unrelated	agree								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	disagree								
unrelated	disagree								
discuss	discuss								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
discuss	discuss								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
agree	disagree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	agree								
unrelated	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
discuss	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
agree	disagree								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	agree								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
agree	agree								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
agree	agree								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
agree	agree								
unrelated	unrelated								
discuss	discuss								
discuss	agree								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	unrelated								
agree	agree								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
unrelated	discuss								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	agree								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
agree	disagree								
unrelated	unrelated								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
discuss	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
agree	discuss								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
unrelated	unrelated								
